,Location,Attribute,Value,Year,Week
1261,Blackfoot / Pocatello,HRW,5.25,2017.0,2.0
1262,Blackfoot / Pocatello,HWW,4.05,2017.0,2.0
1263,Grace / Soda Springs,Barley_Feed,5.5,2017.0,2.0
1264,Grace / Soda Springs,SWW,3.53,2017.0,2.0
1265,Grace / Soda Springs,HRW,5.17,2017.0,2.0
1266,Grace / Soda Springs,HWW,3.93,2017.0,2.0
1267,Burley / Rupert,Barley_Feed,5.0,2017.0,2.0
1268,Burley / Rupert,SWW,3.5,2017.0,2.0
1269,Burley / Rupert,HRW,5.28,2017.0,2.0
1270,Burley / Rupert,HWW,4.07,2017.0,2.0
1271,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,2.0
1272,Nezperce / Craigmont,SWW,4.27,2017.0,2.0
1273,Nezperce / Craigmont,HRW,5.87,2017.0,2.0
1274,Lewiston,Barley_Feed,4.25,2017.0,2.0
1275,Lewiston,SWW,4.53,2017.0,2.0
1276,Lewiston,HRW,6.13,2017.0,2.0
1277,Moscow / Genesee,Barley_Feed,3.75,2017.0,2.0
1278,Moscow / Genesee,SWW,4.3,2017.0,2.0
1279,Moscow / Genesee,HRW,5.9,2017.0,2.0
1280,Moscow / Genesee,DNS,4.45,2017.0,2.0
1281,Rexburg / Ririe,Barley_Feed,5.0,2017.0,3.0
1282,Rexburg / Ririe,SWW,3.5,2017.0,3.0
1283,Rexburg / Ririe,HRW,4.0,2017.0,3.0
1284,Rexburg / Ririe,DNS,5.4,2017.0,3.0
1285,Rexburg / Ririe,HWW,4.23,2017.0,3.0
1286,Idaho Falls,Barley_Feed,5.0,2017.0,3.0
1287,Idaho Falls,Malting,8.3,2017.0,3.0
1288,Idaho Falls,SWW,3.65,2017.0,3.0
1289,Idaho Falls,HRW,4.2,2017.0,3.0
1290,Idaho Falls,DNS,5.25,2017.0,3.0
1291,Idaho Falls,HWW,4.3,2017.0,3.0
1292,Blackfoot / Pocatello,Malting,6.5,2017.0,3.0
1293,Blackfoot / Pocatello,SWW,3.65,2017.0,3.0
1294,Blackfoot / Pocatello,HRW,4.2,2017.0,3.0
1295,Blackfoot / Pocatello,DNS,5.25,2017.0,3.0
1296,Blackfoot / Pocatello,HWW,4.3,2017.0,3.0
1297,Grace / Soda Springs,Barley_Feed,5.5,2017.0,3.0
1298,Grace / Soda Springs,SWW,3.52,2017.0,3.0
1299,Grace / Soda Springs,HRW,3.81,2017.0,3.0
1300,Grace / Soda Springs,DNS,5.42,2017.0,3.0
1301,Grace / Soda Springs,HWW,4.21,2017.0,3.0
1302,Burley / Rupert,Barley_Feed,5.0,2017.0,3.0
1303,Burley / Rupert,SWW,3.52,2017.0,3.0
1304,Burley / Rupert,HRW,3.5,2017.0,3.0
1305,Burley / Rupert,DNS,5.39,2017.0,3.0
1306,Burley / Rupert,HWW,4.27,2017.0,3.0
1307,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,3.0
1308,Nezperce / Craigmont,SWW,3.71,2017.0,3.0
1309,Nezperce / Craigmont,HRW,4.44,2017.0,3.0
1310,Nezperce / Craigmont,DNS,6.09,2017.0,3.0
1311,Lewiston,Barley_Feed,4.25,2017.0,3.0
1312,Lewiston,SWW,3.97,2017.0,3.0
1313,Lewiston,HRW,4.7,2017.0,3.0
1314,Lewiston,DNS,6.35,2017.0,3.0
1315,Moscow / Genesee,Barley_Feed,3.75,2017.0,3.0
1316,Moscow / Genesee,SWW,3.74,2017.0,3.0
1317,Moscow / Genesee,HRW,4.47,2017.0,3.0
1318,Moscow / Genesee,DNS,6.12,2017.0,3.0
1319,Moscow / Genesee,HWW,4.62,2017.0,3.0
1320,Rexburg / Ririe,Barley_Feed,5.0,2017.0,4.0
1321,Rexburg / Ririe,SWW,3.92,2017.0,4.0
1322,Rexburg / Ririe,HRW,5.25,2017.0,4.0
1323,Rexburg / Ririe,DNS,4.0,2017.0,4.0
1324,Idaho Falls,Barley_Feed,5.0,2017.0,4.0
1325,Idaho Falls,Malting,8.3,2017.0,4.0
1326,Idaho Falls,SWW,4.1,2017.0,4.0
1327,Idaho Falls,HRW,5.15,2017.0,4.0
1328,Idaho Falls,HWW,4.2,2017.0,4.0
1329,Blackfoot / Pocatello,Malting,6.5,2017.0,4.0
1330,Blackfoot / Pocatello,SWW,4.1,2017.0,4.0
1331,Blackfoot / Pocatello,HRW,5.15,2017.0,4.0
1332,Blackfoot / Pocatello,HWW,4.2,2017.0,4.0
1333,Grace / Soda Springs,Barley_Feed,5.5,2017.0,4.0
1334,Grace / Soda Springs,SWW,3.69,2017.0,4.0
1335,Grace / Soda Springs,HRW,5.18,2017.0,4.0
1336,Grace / Soda Springs,HWW,4.09,2017.0,4.0
1337,Burley / Rupert,Barley_Feed,5.0,2017.0,4.0
1338,Burley / Rupert,SWW,3.45,2017.0,4.0
1339,Burley / Rupert,HRW,5.22,2017.0,4.0
1340,Burley / Rupert,HWW,4.13,2017.0,4.0
1341,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,4.0
1342,Nezperce / Craigmont,SWW,4.33,2017.0,4.0
1343,Nezperce / Craigmont,HRW,6.0,2017.0,4.0
1344,Lewiston,Barley_Feed,4.25,2017.0,4.0
1345,Lewiston,SWW,4.59,2017.0,4.0
1346,Lewiston,HRW,6.26,2017.0,4.0
1347,Moscow / Genesee,Barley_Feed,3.75,2017.0,4.0
1348,Moscow / Genesee,SWW,4.36,2017.0,4.0
1349,Moscow / Genesee,HRW,6.03,2017.0,4.0
1350,Moscow / Genesee,DNS,4.51,2017.0,4.0
1351,Rexburg / Ririe,Barley_Feed,5.25,2017.0,5.0
1352,Rexburg / Ririe,SWW,3.4,2017.0,5.0
1353,Rexburg / Ririe,HRW,3.95,2017.0,5.0
1354,Rexburg / Ririe,DNS,5.31,2017.0,5.0
1355,Rexburg / Ririe,HWW,4.2,2017.0,5.0
1356,Idaho Falls,Barley_Feed,5.25,2017.0,5.0
1357,Idaho Falls,Malting,8.3,2017.0,5.0
1358,Idaho Falls,SWW,3.65,2017.0,5.0
1359,Idaho Falls,HRW,4.1,2017.0,5.0
1360,Idaho Falls,DNS,5.15,2017.0,5.0
1361,Idaho Falls,HWW,4.2,2017.0,5.0
1362,Blackfoot / Pocatello,Malting,6.5,2017.0,5.0
1363,Blackfoot / Pocatello,SWW,3.65,2017.0,5.0
1364,Blackfoot / Pocatello,HRW,4.1,2017.0,5.0
1365,Blackfoot / Pocatello,DNS,5.15,2017.0,5.0
1366,Blackfoot / Pocatello,HWW,4.2,2017.0,5.0
1367,Grace / Soda Springs,Barley_Feed,5.5,2017.0,5.0
1368,Grace / Soda Springs,SWW,3.43,2017.0,5.0
1369,Grace / Soda Springs,HRW,3.6,2017.0,5.0
1370,Grace / Soda Springs,DNS,5.07,2017.0,5.0
1371,Grace / Soda Springs,HWW,4.0,2017.0,5.0
1372,Burley / Rupert,Barley_Feed,5.0,2017.0,5.0
1373,Burley / Rupert,SWW,3.56,2017.0,5.0
1374,Burley / Rupert,HRW,3.4,2017.0,5.0
1375,Burley / Rupert,DNS,5.19,2017.0,5.0
1376,Burley / Rupert,HWW,4.15,2017.0,5.0
1377,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.25,2017.0,5.0
1378,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.7,2017.0,5.0
1379,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.98,2017.0,5.0
1380,"Twin Falls / Buhl /
Jerome / Wendell",DNS,5.3,2017.0,5.0
1381,"Twin Falls / Buhl /
Jerome / Wendell",HWW,4.35,2017.0,5.0
1382,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,5.0
1383,Nezperce / Craigmont,SWW,3.76,2017.0,5.0
1384,Nezperce / Craigmont,HRW,4.39,2017.0,5.0
1385,Nezperce / Craigmont,DNS,6.0,2017.0,5.0
1386,Lewiston,Barley_Feed,4.25,2017.0,5.0
1387,Lewiston,SWW,4.02,2017.0,5.0
1388,Lewiston,HRW,4.65,2017.0,5.0
1389,Lewiston,DNS,6.26,2017.0,5.0
1390,Moscow / Genesee,Barley_Feed,3.75,2017.0,5.0
1391,Moscow / Genesee,SWW,3.79,2017.0,5.0
1392,Moscow / Genesee,HRW,4.42,2017.0,5.0
1393,Moscow / Genesee,DNS,6.03,2017.0,5.0
1394,Moscow / Genesee,HWW,4.56,2017.0,5.0
1395,Rexburg / Ririe,Barley_Feed,5.25,2017.0,6.0
1396,Rexburg / Ririe,SWW,3.55,2017.0,6.0
1397,Rexburg / Ririe,HRW,3.95,2017.0,6.0
1398,Rexburg / Ririe,DNS,5.3,2017.0,6.0
1399,Rexburg / Ririe,HWW,4.16,2017.0,6.0
1400,Idaho Falls,Barley_Feed,5.25,2017.0,6.0
1401,Idaho Falls,Malting,8.3,2017.0,6.0
1402,Idaho Falls,SWW,3.65,2017.0,6.0
1403,Idaho Falls,HRW,4.1,2017.0,6.0
1404,Idaho Falls,DNS,5.15,2017.0,6.0
1405,Idaho Falls,HWW,4.2,2017.0,6.0
1406,Blackfoot / Pocatello,Malting,6.5,2017.0,6.0
1407,Blackfoot / Pocatello,SWW,3.65,2017.0,6.0
1408,Blackfoot / Pocatello,HRW,4.1,2017.0,6.0
1409,Blackfoot / Pocatello,DNS,5.15,2017.0,6.0
1410,Blackfoot / Pocatello,HWW,4.2,2017.0,6.0
1411,Grace / Soda Springs,Barley_Feed,5.5,2017.0,6.0
1412,Grace / Soda Springs,SWW,3.55,2017.0,6.0
1413,Grace / Soda Springs,HRW,3.69,2017.0,6.0
1414,Grace / Soda Springs,DNS,5.17,2017.0,6.0
1415,Grace / Soda Springs,HWW,4.09,2017.0,6.0
1416,Burley / Rupert,Barley_Feed,5.0,2017.0,6.0
1417,Burley / Rupert,SWW,3.53,2017.0,6.0
1418,Burley / Rupert,HRW,3.52,2017.0,6.0
1419,Burley / Rupert,DNS,5.25,2017.0,6.0
1420,Burley / Rupert,HWW,4.17,2017.0,6.0
1421,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.25,2017.0,6.0
1422,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.5,2017.0,6.0
1423,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.75,2017.0,6.0
1424,"Twin Falls / Buhl /
Jerome / Wendell",DNS,5.17,2017.0,6.0
1425,"Twin Falls / Buhl /
Jerome / Wendell",HWW,4.15,2017.0,6.0
1426,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,6.0
1427,Nezperce / Craigmont,SWW,3.81,2017.0,6.0
1428,Nezperce / Craigmont,HRW,4.39,2017.0,6.0
1429,Nezperce / Craigmont,DNS,6.02,2017.0,6.0
1430,Lewiston,Barley_Feed,4.25,2017.0,6.0
1431,Lewiston,SWW,4.07,2017.0,6.0
1432,Lewiston,HRW,4.65,2017.0,6.0
1433,Lewiston,DNS,6.28,2017.0,6.0
1434,Moscow / Genesee,Barley_Feed,3.75,2017.0,6.0
1435,Moscow / Genesee,SWW,3.84,2017.0,6.0
1436,Moscow / Genesee,HRW,4.42,2017.0,6.0
1437,Moscow / Genesee,DNS,6.05,2017.0,6.0
1438,Moscow / Genesee,HWW,4.57,2017.0,6.0
1439,Rexburg / Ririe,Barley_Feed,5.25,2017.0,7.0
1440,Rexburg / Ririe,SWW,3.5,2017.0,7.0
1441,Rexburg / Ririe,HRW,4.2,2017.0,7.0
1442,Rexburg / Ririe,DNS,5.3,2017.0,7.0
1443,Rexburg / Ririe,HWW,4.16,2017.0,7.0
1444,Idaho Falls,Malting,8.3,2017.0,7.0
1445,Idaho Falls,SWW,3.85,2017.0,7.0
1446,Idaho Falls,HRW,4.45,2017.0,7.0
1447,Idaho Falls,DNS,5.25,2017.0,7.0
1448,Idaho Falls,HWW,4.55,2017.0,7.0
1449,Blackfoot / Pocatello,Malting,6.5,2017.0,7.0
1450,Blackfoot / Pocatello,SWW,3.85,2017.0,7.0
1451,Blackfoot / Pocatello,HRW,4.45,2017.0,7.0
1452,Blackfoot / Pocatello,DNS,5.25,2017.0,7.0
1453,Blackfoot / Pocatello,HWW,4.55,2017.0,7.0
1454,Grace / Soda Springs,Barley_Feed,5.5,2017.0,7.0
1455,Grace / Soda Springs,SWW,3.63,2017.0,7.0
1456,Grace / Soda Springs,HRW,3.82,2017.0,7.0
1457,Grace / Soda Springs,DNS,5.24,2017.0,7.0
1458,Grace / Soda Springs,HWW,4.19,2017.0,7.0
1459,Burley / Rupert,Barley_Feed,5.0,2017.0,7.0
1460,Burley / Rupert,SWW,3.68,2017.0,7.0
1461,Burley / Rupert,HRW,3.69,2017.0,7.0
1462,Burley / Rupert,DNS,5.35,2017.0,7.0
1463,Burley / Rupert,HWW,4.44,2017.0,7.0
1464,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.5,2017.0,7.0
1465,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.4,2017.0,7.0
1466,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.85,2017.0,7.0
1467,"Twin Falls / Buhl /
Jerome / Wendell",DNS,5.25,2017.0,7.0
1468,"Twin Falls / Buhl /
Jerome / Wendell",HWW,4.4,2017.0,7.0
1469,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,7.0
1470,Nezperce / Craigmont,SWW,3.91,2017.0,7.0
1471,Nezperce / Craigmont,HRW,4.65,2017.0,7.0
1472,Nezperce / Craigmont,DNS,6.1,2017.0,7.0
1473,Lewiston,Barley_Feed,4.25,2017.0,7.0
1474,Lewiston,SWW,4.17,2017.0,7.0
1475,Lewiston,HRW,4.91,2017.0,7.0
1476,Lewiston,DNS,6.36,2017.0,7.0
1477,Moscow / Genesee,Barley_Feed,3.75,2017.0,7.0
1478,Moscow / Genesee,SWW,3.94,2017.0,7.0
1479,Moscow / Genesee,HRW,4.68,2017.0,7.0
1480,Moscow / Genesee,DNS,6.13,2017.0,7.0
1481,Moscow / Genesee,HWW,4.82,2017.0,7.0
1482,Rexburg / Ririe,Barley_Feed,5.25,2017.0,8.0
1483,Rexburg / Ririe,SWW,3.5,2017.0,8.0
1484,Rexburg / Ririe,HRW,4.13,2017.0,8.0
1485,Rexburg / Ririe,DNS,5.24,2017.0,8.0
1486,Rexburg / Ririe,HWW,4.25,2017.0,8.0
1487,Idaho Falls,Malting,8.3,2017.0,8.0
1488,Idaho Falls,SWW,3.6,2017.0,8.0
1489,Idaho Falls,HRW,4.25,2017.0,8.0
1490,Idaho Falls,DNS,5.15,2017.0,8.0
1491,Idaho Falls,HWW,4.35,2017.0,8.0
1492,Blackfoot / Pocatello,Malting,6.5,2017.0,8.0
1493,Blackfoot / Pocatello,SWW,3.6,2017.0,8.0
1494,Blackfoot / Pocatello,HRW,4.25,2017.0,8.0
1495,Blackfoot / Pocatello,DNS,5.15,2017.0,8.0
1496,Blackfoot / Pocatello,HWW,4.35,2017.0,8.0
1497,Grace / Soda Springs,Barley_Feed,5.5,2017.0,8.0
1498,Grace / Soda Springs,SWW,3.5,2017.0,8.0
1499,Grace / Soda Springs,HRW,3.71,2017.0,8.0
1500,Grace / Soda Springs,DNS,5.06,2017.0,8.0
1501,Grace / Soda Springs,HWW,4.08,2017.0,8.0
1502,Burley / Rupert,Barley_Feed,5.0,2017.0,8.0
1503,Burley / Rupert,SWW,3.53,2017.0,8.0
1504,Burley / Rupert,HRW,3.52,2017.0,8.0
1505,Burley / Rupert,DNS,5.25,2017.0,8.0
1506,Burley / Rupert,HWW,4.17,2017.0,8.0
1507,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.5,2017.0,8.0
1508,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.4,2017.0,8.0
1509,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.73,2017.0,8.0
1510,"Twin Falls / Buhl /
Jerome / Wendell",DNS,5.06,2017.0,8.0
1511,"Twin Falls / Buhl /
Jerome / Wendell",HWW,4.28,2017.0,8.0
1512,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,8.0
1513,Nezperce / Craigmont,SWW,3.96,2017.0,8.0
1514,Nezperce / Craigmont,HRW,4.57,2017.0,8.0
1515,Nezperce / Craigmont,DNS,5.93,2017.0,8.0
1516,Lewiston,Barley_Feed,4.25,2017.0,8.0
1517,Lewiston,SWW,4.22,2017.0,8.0
1518,Lewiston,HRW,4.83,2017.0,8.0
1519,Lewiston,DNS,6.19,2017.0,8.0
1520,Moscow / Genesee,Barley_Feed,3.75,2017.0,8.0
1521,Moscow / Genesee,SWW,3.99,2017.0,8.0
1522,Moscow / Genesee,HRW,4.6,2017.0,8.0
1523,Moscow / Genesee,DNS,5.96,2017.0,8.0
1524,Moscow / Genesee,HWW,4.74,2017.0,8.0
1525,Rexburg / Ririe,Barley_Feed,5.0,2017.0,9.0
1526,Rexburg / Ririe,SWW,3.5,2017.0,9.0
1527,Rexburg / Ririe,HRW,4.31,2017.0,9.0
1528,Rexburg / Ririe,DNS,5.26,2017.0,9.0
1529,Rexburg / Ririe,HWW,4.4,2017.0,9.0
1530,Idaho Falls,Malting,8.3,2017.0,9.0
1531,Idaho Falls,SWW,3.65,2017.0,9.0
1532,Idaho Falls,HRW,4.4,2017.0,9.0
1533,Idaho Falls,DNS,5.2,2017.0,9.0
1534,Idaho Falls,HWW,4.5,2017.0,9.0
1535,Blackfoot / Pocatello,Malting,6.5,2017.0,9.0
1536,Blackfoot / Pocatello,SWW,3.65,2017.0,9.0
1537,Blackfoot / Pocatello,HRW,4.4,2017.0,9.0
1538,Blackfoot / Pocatello,DNS,5.2,2017.0,9.0
1539,Blackfoot / Pocatello,HWW,4.5,2017.0,9.0
1540,Grace / Soda Springs,Barley_Feed,5.5,2017.0,9.0
1541,Grace / Soda Springs,SWW,3.53,2017.0,9.0
1542,Grace / Soda Springs,HRW,3.76,2017.0,9.0
1543,Grace / Soda Springs,DNS,5.11,2017.0,9.0
1544,Grace / Soda Springs,HWW,4.16,2017.0,9.0
1545,Burley / Rupert,Barley_Feed,5.0,2017.0,9.0
1546,Burley / Rupert,SWW,3.5,2017.0,9.0
1547,Burley / Rupert,HRW,3.82,2017.0,9.0
1548,Burley / Rupert,DNS,5.3,2017.0,9.0
1549,Burley / Rupert,HWW,4.47,2017.0,9.0
1550,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.5,2017.0,9.0
1551,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.4,2017.0,9.0
1552,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.82,2017.0,9.0
1553,"Twin Falls / Buhl /
Jerome / Wendell",DNS,5.17,2017.0,9.0
1554,"Twin Falls / Buhl /
Jerome / Wendell",HWW,4.35,2017.0,9.0
1555,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,9.0
1556,Nezperce / Craigmont,SWW,4.01,2017.0,9.0
1557,Nezperce / Craigmont,HRW,4.64,2017.0,9.0
1558,Nezperce / Craigmont,DNS,6.01,2017.0,9.0
1559,Lewiston,Barley_Feed,4.25,2017.0,9.0
1560,Lewiston,SWW,4.27,2017.0,9.0
1561,Lewiston,HRW,4.9,2017.0,9.0
1562,Lewiston,DNS,6.27,2017.0,9.0
1563,Moscow / Genesee,Barley_Feed,3.75,2017.0,9.0
1564,Moscow / Genesee,SWW,4.04,2017.0,9.0
1565,Moscow / Genesee,HRW,4.67,2017.0,9.0
1566,Moscow / Genesee,DNS,6.04,2017.0,9.0
1567,Moscow / Genesee,HWW,4.81,2017.0,9.0
1568,Rexburg / Ririe,Barley_Feed,5.0,2017.0,10.0
1569,Rexburg / Ririe,SWW,4.2,2017.0,10.0
1570,Rexburg / Ririe,HRW,5.01,2017.0,10.0
1571,Rexburg / Ririe,DNS,4.35,2017.0,10.0
1572,Idaho Falls,Malting,8.3,2017.0,10.0
1573,Idaho Falls,SWW,4.35,2017.0,10.0
1574,Idaho Falls,HRW,5.0,2017.0,10.0
1575,Idaho Falls,DNS,4.45,2017.0,10.0
1576,Blackfoot / Pocatello,Malting,6.5,2017.0,10.0
1577,Blackfoot / Pocatello,SWW,4.35,2017.0,10.0
1578,Blackfoot / Pocatello,HRW,5.0,2017.0,10.0
1579,Blackfoot / Pocatello,DNS,4.45,2017.0,10.0
1580,Grace / Soda Springs,Barley_Feed,5.5,2017.0,10.0
1581,Grace / Soda Springs,SWW,3.76,2017.0,10.0
1582,Grace / Soda Springs,HRW,4.91,2017.0,10.0
1583,Burley / Rupert,Barley_Feed,5.0,2017.0,10.0
1584,Burley / Rupert,SWW,3.56,2017.0,10.0
1585,Burley / Rupert,HRW,5.04,2017.0,10.0
1586,Burley / Rupert,DNS,4.36,2017.0,10.0
1587,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.5,2017.0,10.0
1588,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.75,2017.0,10.0
1589,"Twin Falls / Buhl /
Jerome / Wendell",HRW,4.92,2017.0,10.0
1590,"Twin Falls / Buhl /
Jerome / Wendell",DNS,4.3,2017.0,10.0
1591,Nezperce / Craigmont,Barley_Feed,3.75,2017.0,10.0
1592,Nezperce / Craigmont,SWW,4.52,2017.0,10.0
1593,Nezperce / Craigmont,HRW,5.77,2017.0,10.0
1594,Lewiston,Barley_Feed,4.25,2017.0,10.0
1595,Lewiston,SWW,4.78,2017.0,10.0
1596,Lewiston,HRW,6.03,2017.0,10.0
1597,Moscow / Genesee,Barley_Feed,3.75,2017.0,10.0
1598,Moscow / Genesee,SWW,4.55,2017.0,10.0
1599,Moscow / Genesee,HRW,5.8,2017.0,10.0
1600,Moscow / Genesee,DNS,4.69,2017.0,10.0
1601,Rexburg / Ririe,Barley_Feed,4.9,2017.0,11.0
1602,Rexburg / Ririe,SWW,3.3,2017.0,11.0
1603,Rexburg / Ririe,HRW,4.0,2017.0,11.0
1604,Rexburg / Ririe,DNS,5.08,2017.0,11.0
1605,Rexburg / Ririe,HWW,4.2,2017.0,11.0
1606,Idaho Falls,Malting,8.3,2017.0,11.0
1607,Idaho Falls,SWW,3.5,2017.0,11.0
1608,Idaho Falls,HRW,4.2,2017.0,11.0
1609,Idaho Falls,DNS,5.2,2017.0,11.0
1610,Idaho Falls,HWW,4.3,2017.0,11.0
1611,Blackfoot / Pocatello,Malting,6.5,2017.0,11.0
1612,Blackfoot / Pocatello,SWW,3.5,2017.0,11.0
1613,Blackfoot / Pocatello,HRW,4.2,2017.0,11.0
1614,Blackfoot / Pocatello,DNS,5.2,2017.0,11.0
1615,Blackfoot / Pocatello,HWW,4.3,2017.0,11.0
1616,Grace / Soda Springs,Barley_Feed,5.5,2017.0,11.0
1617,Grace / Soda Springs,SWW,3.45,2017.0,11.0
1618,Grace / Soda Springs,HRW,3.47,2017.0,11.0
1619,Grace / Soda Springs,DNS,4.88,2017.0,11.0
1620,Grace / Soda Springs,HWW,3.97,2017.0,11.0
1621,Burley / Rupert,Barley_Feed,5.0,2017.0,11.0
1622,Burley / Rupert,SWW,3.3,2017.0,11.0
1623,Burley / Rupert,HRW,3.42,2017.0,11.0
1624,Burley / Rupert,DNS,5.1,2017.0,11.0
1625,Burley / Rupert,HWW,4.17,2017.0,11.0
1626,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.4,2017.0,11.0
1627,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.3,2017.0,11.0
1628,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.55,2017.0,11.0
1629,"Twin Falls / Buhl /
Jerome / Wendell",DNS,5.0,2017.0,11.0
1630,"Twin Falls / Buhl /
Jerome / Wendell",HWW,4.15,2017.0,11.0
1631,Nezperce / Craigmont,Barley_Feed,4.0,2017.0,11.0
1632,Nezperce / Craigmont,SWW,3.89,2017.0,11.0
1633,Nezperce / Craigmont,HRW,4.36,2017.0,11.0
1634,Nezperce / Craigmont,DNS,5.85,2017.0,11.0
1635,Lewiston,Barley_Feed,4.5,2017.0,11.0
1636,Lewiston,SWW,4.15,2017.0,11.0
1637,Lewiston,HRW,4.62,2017.0,11.0
1638,Lewiston,DNS,6.11,2017.0,11.0
1639,Moscow / Genesee,Barley_Feed,4.0,2017.0,11.0
1640,Moscow / Genesee,SWW,3.92,2017.0,11.0
1641,Moscow / Genesee,HRW,4.39,2017.0,11.0
1642,Moscow / Genesee,DNS,5.88,2017.0,11.0
1643,Moscow / Genesee,HWW,4.53,2017.0,11.0
1644,Rexburg / Ririe,Barley_Feed,5.0,2017.0,12.0
1645,Rexburg / Ririe,SWW,3.3,2017.0,12.0
1646,Rexburg / Ririe,HRW,3.88,2017.0,12.0
1647,Rexburg / Ririe,DNS,5.08,2017.0,12.0
1648,Rexburg / Ririe,HWW,4.1,2017.0,12.0
1649,Idaho Falls,Malting,8.3,2017.0,12.0
1650,Idaho Falls,SWW,3.35,2017.0,12.0
1651,Idaho Falls,HRW,4.05,2017.0,12.0
1652,Idaho Falls,DNS,5.2,2017.0,12.0
1653,Idaho Falls,HWW,4.15,2017.0,12.0
1654,Blackfoot / Pocatello,Malting,6.5,2017.0,12.0
1655,Blackfoot / Pocatello,SWW,3.35,2017.0,12.0
1656,Blackfoot / Pocatello,HRW,4.05,2017.0,12.0
1657,Blackfoot / Pocatello,DNS,5.2,2017.0,12.0
1658,Blackfoot / Pocatello,HWW,4.3,2017.0,12.0
1659,Grace / Soda Springs,Barley_Feed,5.5,2017.0,12.0
1660,Grace / Soda Springs,SWW,3.4,2017.0,12.0
1661,Grace / Soda Springs,HRW,3.46,2017.0,12.0
1662,Grace / Soda Springs,DNS,5.0,2017.0,12.0
1663,Grace / Soda Springs,HWW,3.96,2017.0,12.0
1664,Burley / Rupert,Barley_Feed,5.0,2017.0,12.0
1665,Burley / Rupert,SWW,3.36,2017.0,12.0
1666,Burley / Rupert,HRW,3.23,2017.0,12.0
1667,Burley / Rupert,DNS,5.03,2017.0,12.0
1668,Burley / Rupert,HWW,3.98,2017.0,12.0
1669,"Twin Falls / Buhl /
Jerome / Wendell",Barley_Feed,6.4,2017.0,12.0
1670,"Twin Falls / Buhl /
Jerome / Wendell",SWW,3.2,2017.0,12.0
1671,"Twin Falls / Buhl /
Jerome / Wendell",HRW,3.43,2017.0,12.0
1672,"Twin Falls / Buhl /
Jerome / Wendell",DNS,4.98,2017.0,12.0
1673,"Twin Falls / Buhl /
Jerome / Wendell",HWW,3.98,2017.0,12.0
1674,Nezperce / Craigmont,Barley_Feed,4.0,2017.0,12.0
1675,Nezperce / Craigmont,SWW,3.86,2017.0,12.0
1676,Nezperce / Craigmont,HRW,4.15,2017.0,12.0
1677,Nezperce / Craigmont,DNS,5.81,2017.0,12.0
1678,Lewiston,Barley_Feed,4.5,2017.0,12.0
1679,Lewiston,SWW,4.12,2017.0,12.0
1680,Lewiston,HRW,4.41,2017.0,12.0
1681,Lewiston,DNS,6.07,2017.0,12.0
1682,Moscow / Genesee,Barley_Feed,4.0,2017.0,12.0
1683,Moscow / Genesee,SWW,3.89,2017.0,12.0
1684,Moscow / Genesee,HRW,4.12,2017.0,12.0
1685,Moscow / Genesee,DNS,5.84,2017.0,12.0
1686,Moscow / Genesee,HWW,4.33,2017.0,12.0
1687,Rexburg / Ririe,Barley_Feed,5.0,2017.0,13.0
1688,Rexburg / Ririe,SWW,3.35,2017.0,13.0
1689,Rexburg / Ririe,HRW,3.85,2017.0,13.0
1690,Rexburg / Ririe,DNS,5.2,2017.0,13.0
1691,Rexburg / Ririe,HWW,4.05,2017.0,13.0
1692,Idaho Falls,Malting,8.3,2017.0,13.0
1693,Idaho Falls,SWW,3.35,2017.0,13.0
1694,Idaho Falls,HRW,3.95,2017.0,13.0
1695,Idaho Falls,DNS,5.2,2017.0,13.0
1696,Idaho Falls,HWW,4.05,2017.0,13.0
1697,Blackfoot / Pocatello,Malting,6.5,2017.0,13.0
